|       |0.0000000|0.0100000|0.0200000|0.0300000|0.0400000|0.0500000|0.0600000|0.0700000|0.0800000|0.0900000|0.1000000|
|-4.0000|0.0000316|0.0000330|0.0000344|0.0000359|0.0000374|0.0000390|0.0000407|0.0000424|0.0000442|0.0000461|0.0000480|
|-3.9000|0.0000480|0.0000500|0.0000521|0.0000543|0.0000566|0.0000589|0.0000614|0.0000639|0.0000666|0.0000693|0.0000722|
|-3.8000|0.0000722|0.0000752|0.0000783|0.0000815|0.0000848|0.0000882|0.0000918|0.0000956|0.0000994|0.0001034|0.0001076|
|-3.7000|0.0001076|0.0001119|0.0001164|0.0001210|0.0001259|0.0001309|0.0001361|0.0001414|0.0001470|0.0001528|0.0001588|
|-3.6000|0.0001588|0.0001650|0.0001715|0.0001782|0.0001851|0.0001923|0.0001997|0.0002074|0.0002154|0.0002236|0.0002322|
|-3.5000|0.0002322|0.0002411|0.0002502|0.0002597|0.0002696|0.0002798|0.0002903|0.0003012|0.0003125|0.0003242|0.0003363|
|-3.4000|0.0003363|0.0003488|0.0003618|0.0003752|0.0003890|0.0004033|0.0004181|0.0004335|0.0004493|0.0004656|0.0004826|
|-3.3000|0.0004826|0.0005000|0.0005181|0.0005368|0.0005561|0.0005760|0.0005966|0.0006179|0.0006398|0.0006625|0.0006859|
|-3.2000|0.0006859|0.0007101|0.0007351|0.0007609|0.0007875|0.0008150|0.0008433|0.0008725|0.0009027|0.0009339|0.0009660|
|-3.1000|0.0009660|0.0009991|0.0010333|0.0010685|0.0011048|0.0011423|0.0011809|0.0012207|0.0012618|0.0013041|0.0013477|
|-3.0000|0.0013477|0.0013926|0.0014389|0.0014866|0.0015357|0.0015863|0.0016384|0.0016921|0.0017474|0.0018043|0.0018628|
|-2.9000|0.0018628|0.0019231|0.0019852|0.0020491|0.0021149|0.0021825|0.0022521|0.0023238|0.0023974|0.0024732|0.0025512|
|-2.8000|0.0025512|0.0026313|0.0027138|0.0027985|0.0028856|0.0029752|0.0030673|0.0031619|0.0032592|0.0033591|0.0034618|
|-2.7000|0.0034618|0.0035673|0.0036756|0.0037869|0.0039012|0.0040186|0.0041392|0.0042630|0.0043900|0.0045205|0.0046544|
|-2.6000|0.0046544|0.0047918|0.0049329|0.0050776|0.0052261|0.0053784|0.0055347|0.0056950|0.0058594|0.0060280|0.0062009|
|-2.5000|0.0062009|0.0063782|0.0065599|0.0067462|0.0069372|0.0071329|0.0073335|0.0075390|0.0077496|0.0079653|0.0081863|
|-2.4000|0.0081863|0.0084127|0.0086446|0.0088820|0.0091252|0.0093741|0.0096290|0.0098899|0.0101569|0.0104302|0.0107100|
|-2.3000|0.0107100|0.0109962|0.0112890|0.0115886|0.0118951|0.0122086|0.0125292|0.0128571|0.0131924|0.0135352|0.0138857|
|-2.2000|0.0138857|0.0142440|0.0146102|0.0149845|0.0153670|0.0157578|0.0161572|0.0165652|0.0169819|0.0174077|0.0178424|
|-2.1000|0.0178424|0.0182865|0.0187398|0.0192028|0.0196754|0.0201578|0.0206503|0.0211529|0.0216658|0.0221891|0.0227231|
|-2.0000|0.0227231|0.0232679|0.0238237|0.0243905|0.0249687|0.0255583|0.0261595|0.0267725|0.0273974|0.0280344|0.0286838|
|-1.9000|0.0286838|0.0293456|0.0300200|0.0307072|0.0314074|0.0321208|0.0328474|0.0335876|0.0343414|0.0351091|0.0358909|
|-1.8000|0.0358909|0.0366868|0.0374971|0.0383219|0.0391615|0.0400160|0.0408856|0.0417705|0.0426708|0.0435867|0.0445185|
|-1.7000|0.0445185|0.0454662|0.0464300|0.0474102|0.0484070|0.0494204|0.0504506|0.0514979|0.0525625|0.0536444|0.0547439|
|-1.6000|0.0547439|0.0558611|0.0569962|0.0581494|0.0593209|0.0605108|0.0617193|0.0629465|0.0641927|0.0654579|0.0667425|
|-1.5000|0.0667425|0.0680464|0.0693699|0.0707132|0.0720764|0.0734596|0.0748630|0.0762868|0.0777311|0.0791960|0.0806818|
|-1.4000|0.0806818|0.0821885|0.0837164|0.0852654|0.0868359|0.0884278|0.0900414|0.0916768|0.0933341|0.0950134|0.0967148|
|-1.3000|0.0967148|0.0984386|0.1001847|0.1019533|0.1037445|0.1055585|0.1073953|0.1092550|0.1111377|0.1130435|0.1149726|
|-1.2000|0.1149726|0.1169250|0.1189007|0.1208999|0.1229226|0.1249690|0.1270390|0.1291328|0.1312504|0.1333918|0.1355572|
|-1.1000|0.1355572|0.1377465|0.1399598|0.1421972|0.1444586|0.1467441|0.1490538|0.1513877|0.1537457|0.1561279|0.1585343|
|-1.0000|0.1585343|0.1609649|0.1634197|0.1658987|0.1684018|0.1709291|0.1734806|0.1760561|0.1786558|0.1812794|0.1839271|
|-0.9000|0.1839271|0.1865987|0.1892943|0.1920136|0.1947567|0.1975236|0.2003141|0.2031281|0.2059656|0.2088264|0.2117106|
|-0.8000|0.2117106|0.2146179|0.2175483|0.2205017|0.2234779|0.2264768|0.2294983|0.2325423|0.2356086|0.2386971|0.2418076|
|-0.7000|0.2418076|0.2449399|0.2480940|0.2512696|0.2544665|0.2576847|0.2609238|0.2641838|0.2674643|0.2707653|0.2740865|
|-0.6000|0.2740865|0.2774277|0.2807887|0.2841693|0.2875692|0.2909882|0.2944261|0.2978827|0.3013576|0.3048506|0.3083615|
|-0.5000|0.3083615|0.3118901|0.3154360|0.3189989|0.3225787|0.3261750|0.3297875|0.3334160|0.3370601|0.3407196|0.3443941|
|-0.4000|0.3447624|0.3484532|0.3521583|0.3558775|0.3596105|0.3633570|0.3671166|0.3708889|0.3746737|0.3784706|0.3822793|
|-0.3000|0.3822793|0.3860994|0.3899306|0.3937725|0.3976247|0.4014870|0.4053590|0.4092402|0.4131303|0.4170290|0.4209358|
|-0.2000|0.4209358|0.4248505|0.4287726|0.4327017|0.4366375|0.4405796|0.4445275|0.4484810|0.4524396|0.4564030|0.4603707|
|-0.1000|0.4603707|0.4643423|0.4683175|0.4722958|0.4762769|0.4802604|0.4842459|0.4882329|0.4922211|0.4962101|0.5001995|
| 0.0000|0.5001995|0.5041888|0.5081778|0.5121659|0.5161528|0.5201380|0.5241213|0.5281022|0.5320802|0.5360551|0.5400263|
| 0.1000|0.5400263|0.5439936|0.5479565|0.5519146|0.5558675|0.5598149|0.5637564|0.5676915|0.5716200|0.5755413|0.5794552|
| 0.2000|0.5794552|0.5833613|0.5872591|0.5911484|0.5950287|0.5988997|0.6027610|0.6066122|0.6104531|0.6142831|0.6181021|
| 0.3000|0.6181021|0.6219096|0.6257054|0.6294889|0.6332600|0.6370183|0.6407634|0.6444950|0.6482129|0.6519166|0.6556059|
| 0.4000|0.6556059|0.6592804|0.6629399|0.6665840|0.6702125|0.6738250|0.6774213|0.6810011|0.6845641|0.6881100|0.6916385|
| 0.5000|0.6916385|0.6951494|0.6986425|0.7021174|0.7055739|0.7090118|0.7124308|0.7158307|0.7192113|0.7225723|0.7259135|
| 0.6000|0.7259135|0.7292347|0.7325357|0.7358163|0.7390762|0.7423154|0.7455335|0.7487305|0.7519061|0.7550601|0.7581925|
| 0.7000|0.7581925|0.7613030|0.7643914|0.7674577|0.7705017|0.7735232|0.7765221|0.7794983|0.7824517|0.7853821|0.7882894|
| 0.8000|0.7882894|0.7911736|0.7940345|0.7968719|0.7996860|0.8024764|0.8052433|0.8079864|0.8107058|0.8134013|0.8160729|
| 0.9000|0.8160729|0.8187206|0.8213443|0.8239439|0.8265194|0.8290709|0.8315982|0.8341014|0.8365803|0.8390351|0.8414657|
| 1.0000|0.8414657|0.8438721|0.8462543|0.8486123|0.8509462|0.8532559|0.8555414|0.8578029|0.8600402|0.8622535|0.8644429|
| 1.1000|0.8644429|0.8666082|0.8687496|0.8708672|0.8729610|0.8750310|0.8770774|0.8791001|0.8810993|0.8830751|0.8850274|
| 1.2000|0.8850274|0.8869565|0.8888623|0.8907451|0.8926048|0.8944415|0.8962555|0.8980467|0.8998154|0.9015615|0.9032852|
| 1.3000|0.9032852|0.9049867|0.9066660|0.9083232|0.9099586|0.9115722|0.9131641|0.9147346|0.9162837|0.9178115|0.9193182|
| 1.4000|0.9193182|0.9208040|0.9222689|0.9237132|0.9251370|0.9265405|0.9279237|0.9292868|0.9306301|0.9319536|0.9332576|
| 1.5000|0.9332576|0.9345421|0.9358073|0.9370535|0.9382808|0.9394892|0.9406791|0.9418506|0.9430038|0.9441390|0.9452562|
| 1.6000|0.9452562|0.9463557|0.9474376|0.9485021|0.9495494|0.9505797|0.9515931|0.9525898|0.9535700|0.9545339|0.9554816|
| 1.7000|0.9554816|0.9564133|0.9573292|0.9582295|0.9591144|0.9599840|0.9608385|0.9616781|0.9625029|0.9633132|0.9641092|
| 1.8000|0.9641092|0.9648909|0.9656586|0.9664124|0.9671526|0.9678793|0.9685926|0.9692928|0.9699800|0.9706545|0.9713163|
| 1.9000|0.9713163|0.9719656|0.9726026|0.9732276|0.9738405|0.9744417|0.9750313|0.9756095|0.9761763|0.9767321|0.9772769|
| 2.0000|0.9772769|0.9778109|0.9783343|0.9788472|0.9793498|0.9798422|0.9803246|0.9807973|0.9812602|0.9817136|0.9821576|
| 2.1000|0.9821576|0.9825924|0.9830181|0.9834348|0.9838428|0.9842422|0.9846330|0.9850155|0.9853898|0.9857560|0.9861143|
| 2.2000|0.9861143|0.9864648|0.9868076|0.9871429|0.9874708|0.9877914|0.9881049|0.9884114|0.9887110|0.9890039|0.9892901|
| 2.3000|0.9892901|0.9895698|0.9898431|0.9901102|0.9903711|0.9906259|0.9908749|0.9911180|0.9913554|0.9915873|0.9918137|
| 2.4000|0.9918137|0.9920347|0.9922504|0.9924610|0.9926666|0.9928671|0.9930628|0.9932538|0.9934401|0.9936219|0.9937991|
| 2.5000|0.9937991|0.9939720|0.9941406|0.9943050|0.9944653|0.9946216|0.9947739|0.9949224|0.9950672|0.9952082|0.9953456|
